"facility_id","frs_id","facility_name","city","state","zip_code","address","county_raw","latitude","longitude","naics_code","industry_subparts","industry_sectors","emissions_2023","emissions_2022","emissions_2021","emissions_2020","emissions_2019","county_clean"
1001876,"110070157588","HEADQUARTERS XVIII ABN CORPS AND FORT LIBERTY","Fort Liberty","NC","28310","2175 Rock Merritt Avenue","CUMBERLAND COUNTY",35.152115,-78.998907,928110,"C","Other",74795.994,67823.67,66439.764,62440.036,65154.916,"CUMBERLAND"
1005993,"110014008509","HENDERSON COUNTY LANDFILL/TS SINCE 1997","HENDERSONVILLE","NC","28791","802 STONEY MOUNTAIN RD","HENDERSON",35.3515,-82.49791,562212,"HH","Waste",NA,NA,NA,NA,NA,"HENDERSON"
1006514,"110009717164","IREDELL CO-TWINS OAKS RD;3260","STATESVILLE","NC","28625","354 TWINS OAKS ROAD","IREDELL COUNTY",35.77227,-80.82308,562212,"C,HH","Waste",133232.644,106417.516,96367.06,154251.56,87658.8,"IREDELL"
1012516,"110000861032","Ingredion Incorporated","Winton Salem","NC","27107","4501 Overdale Road","FORSYTH COUNTY",36.032491,-80.228696,311221,"C","Other",26386.918,23494.91,32334.294,21123.01,34070.426,"FORSYTH"
1010114,"110013349563","International Paper - Canton Landfill 5B/5C","Canton","NC","28716",NA,"HAYWOOD COUNTY",35.552899,-82.832451,562212,"TT","Waste",NA,NA,NA,NA,21181.75,"HAYWOOD"
1000228,"110000350478","International Paper - New Bern Mill","Vanceboro","NC","28586","1785 Weyerhaeuser Road","Craven",35.2081,-77.1242,322110,"AA,C,TT","Pulp and Paper,Waste",114519.266,100748.704,93987.324,97271.516,100442.642,"CRAVEN"
1011267,"110070082124","International Paper - Roanoke Rapids Landfill","Roanoke Rapids","NC","27870",NA,"HALIFAX COUNTY",36.462894,-77.636997,562212,"TT","Waste",NA,NA,NA,NA,NA,"HALIFAX"
1007226,"110009719304","International Paper-Riegelwood","RIEGELWOOD","NC","28456","865 JOHN L RIEGEL ROAD","Columbus",34.3528,-78.2028,322110,"AA,C,TT","Pulp and Paper,Waste",301786.16,316907.462,325787.898,302060.936,277427.502,"COLUMBUS"
1004252,"110041518033","JOHNSTON COUNTY MSW LANDFILL","SMITHFIELD","NC","27577","680 COUNTY HOME ROAD","JOHNSTON COUNTY",35.511016,-78.429316,562212,"HH","Waste",98907.25,99816.5,104223.25,101520.5,75290.75,"JOHNSTON"
1000365,"110064780349","Kersey Valley MSW Landfill","High Point","NC","27261","3940 E. Kivett Drive","GUILFORD COUNTY",35.9556,-79.9256,562212,"HH","Waste",106752.75,104607.25,102389.5,98375.75,94134,"GUILFORD"
1013259,"110064432449","Kings Mountain Energy Center","Kings Mountain","NC","28086","181 Gage Road","CLEVELAND COUNTY",35.201313,-81.365446,221112,"C,D","Power Plants",1237626.064,1147381.848,1065899.5,1067747.044,1091988.504,"CLEVELAND"
1000828,"110000350174","L V Sutton Steam Electric Plant","WILMINGTON","NC","28401","801 SUTTON STEAM PLANT ROAD","New Hanover",34.2824,-77.9864,221112,"C,D","Power Plants",1495648.708,1500313.858,1601151.912,1570654.478,1793301.604,"NEW HANOVER"
1005461,"110014008536","LINCOLN COUNTY LANDFILL","CROUSE","NC","28033","5291 CROUSE RD","LINCOLN COUNTY",35.43049,-81.35386,562212,"HH","Waste",48874,48590,47622,46836.5,46223.75,"LINCOLN"
1005026,"110034163946","Lenoir County Landfill","LaGrange","NC","28551","2949 Hodges Farm Road","LENOIR COUNTY",35.29357,-77.71334,562212,"HH","Waste",21403.25,22658.75,23987.75,25395,26884.5,"LENOIR"
1001109,"110001495347","Lincoln","STANLEY","NC","28164","6769 OLD PLANK ROAD","Lincoln",35.4317,-81.0347,221112,"D","Power Plants",19532.298,123554.554,224976.31,34665.348,23284.654,"LINCOLN"
1001212,"110007015050","Lumberton Power","LUMBERTON","NC","28359","1866 HESTERTOWN ROAD","Robeson",34.59,-78.9968,221112,"D","Power Plants",NA,NA,NA,NA,NA,"ROBESON"
1006239,"110000346000","MILLERCOORS LLC - EDEN BREWERY","EDEN","NC","27288","863 E. MEADOW RD.","ROCKINGHAM COUNTY",36.51511,-79.71582,312120,"C","Other",NA,NA,NA,NA,NA,"ROCKINGHAM"
1000834,"110071160892","Marshall","TERRELL","NC","28682","8320 EAST HWY 150","Catawba",35.5975,-80.9658,221112,"C,D","Power Plants",5154520.468,5272927.738,5729907.536,5592487.534,7394203.558,"CATAWBA"
1001049,"110057382666","Mayo Electric Generating Plant","ROXBORO","NC","27574","10660 BOSTON ROAD","Person",36.5278,-78.8917,221112,"D","Power Plants",1369520.38,1377810.508,1546362.276,813227.742,1770749.812,"PERSON"
1000459,"110020901194","NCEMC Anson Plant","LILESVILLE","NC","28091","749 BLEWETT FALLS ROAD","Anson",34.9708,-79.9208,221112,"C,D","Power Plants",52913.716,206629.062,63981.556,49776.816,57206.43,"ANSON"
1000462,"110022483258","NCEMC Hamlet Plant","HAMLET","NC","28345","162 COOPERATIVE WAY","Richmond",34.8422,-79.7367,221112,"C,D","Power Plants",43516.374,108951.316,63748.964,33857.426,54935.542,"RICHMOND"
1005699,"110064315584","NCSU CENTRAL HEAT PLANT","RALEIGH","NC","27695","2815 CATES AVENUE","WAKE COUNTY",35.78658,-78.68103,611310,"C","Other",112758.352,115668.914,111728.728,99958.122,106751.426,"WAKE"
1006119,"110018631248","NEW HANOVER COUNTY SECURE LANDFILL","WILMINGTON","NC","28401","5210 U S HIGHWAY 421 NORTH","NEW HANOVER COUNTY",34.32188,-77.99312,562212,"HH","Waste",47522.5,46883,67967.25,17506.25,50644.5,"NEW HANOVER"
1000391,"110010283978","NEW HANOVER COUNTY WASTEC","WILMINGTON","NC","28401","3002 HIGHWAY 421 NORTH","NEW HANOVER",34.281966,-77.95905,562213,"C","Waste",NA,NA,NA,NA,NA,"NEW HANOVER"
1008063,"110030816605","NGK Ceramics USA, Inc.","Mooresville","NC","28115","119 Mazeppa Road","IREDELL COUNTY",35.614,-80.81605,336390,"C","Other",20167.424,25106.356,27377.096,22711.564,34683.02,"IREDELL"
1005786,"110007378514","NORTH WAKE COUNTY LANDFILL","RALEIGH","NC","27615","9004 DEPONIE DRIVE","WAKE",35.905133,-78.582116,562212,"HH","Waste",NA,NA,NA,NA,NA,"WAKE"
1002958,"110024423131","NUCOR STEEL HERTFORD COUNTY","COFIELD","NC","27922","1505 RIVER RD","HERTFORD COUNTY",36.355216,-76.81115,331110,"C,Q","Metals",216464.492,199975.792,231434.212,251729.896,270940.712,"HERTFORD"
1001953,"110009853417","ONSLOW COUNTY LANDFILL","JACKSONVILLE","NC","28540","415 MEADOWVIEW ROAD","ONSLOW COUNTY",34.79804,-77.53781,562212,"HH","Waste",91546.75,78971.25,70020.75,66180.75,77298.25,"ONSLOW"
1002911,"110071161726","OWENS-BROCKWAY GLASS CONTAINER INC. - PLANT 06","LEXINGTON","NC","27295","9698 OLD US HIGHWAY 52","DAVIDSON COUNTY",35.950001,-80.209999,327213,"C,N","Minerals",67571.264,64984.276,65967.128,62548.384,67873.372,"DAVIDSON"
1005524,"110043815529","Orange County Regional Landfill","Chapel Hill","NC","27516","1514 Eubanks Road","ORANGE COUNTY",35.9711,-79.0819,562212,"HH","Waste",43197.5,23919.5,18419.75,23940.5,14597.75,"ORANGE"
1014715,NA,"Oxford MSW Landfill","Oxford","NC","27565","6595 Landfill Road",NA,36.370332205509,-78.623376758911,562212,"HH","Waste",20195.5,18977,NA,NA,NA,NA
1006242,"110000586376","PCS PHOSPHATE COMPANY INCORPORATED","AURORA","NC","27806","1530 NC HIGHWAY 306 South","BEAUFORT COUNTY",35.37745,-76.778816,325312,"C,Z","Chemicals",321374.222,295365.152,327369.722,307962.748,274064.594,"BEAUFORT"
1002737,"110004027320","PERDUE FARMS INC","LEWISTON","NC","27849","3539 GOVERNORS RD","BERTIE COUNTY",36.140066,-77.224466,311615,"C,II","Other,Waste",9986.218,177850.766,155561.768,129421.368,150173.064,"BERTIE"
1006571,"110000346974","PERFORMANCE FIBERS, INCORPORATED","NEW HILL","NC","27562","338 PEA RIDGE ROAD","CHATHAM COUNTY",35.62011,-79.04495,325222,"C","Other",NA,NA,NA,NA,NA,"CHATHAM"
1007456,"110001504729","PIEDMONT LANDFILL AND RECYCLING CENTER","KERNERSVILLE","NC","27284","9900 FREEMAN ROAD","FORSYTH",36.194956,-80.037372,562212,"C,HH","Waste",NA,NA,NA,NA,NA,"FORSYTH"
1003849,"110064226868","PILKINGTON NORTH AMERICA, INC.","LAURINBURG","NC","28352","13121 ROCKY FORD RD.","SCOTLAND COUNTY",34.748702,-79.405889,327211,"C,N","Minerals",201177.274,235009.652,209695.5,245583.316,250547.212,"SCOTLAND"
1001771,"110000586401","Patheon Manufacturing Services LLC","GREENVILLE","NC","27834","5900 NORTHWEST GREENVILLE BOULEVARD","PITT COUNTY",35.66032,-77.357707,325412,"C","Chemicals",28392.342,28940.316,26942.232,25749.852,36276.108,"PITT"
1010987,"110057068220","Pitt County Landfill","Greenville","NC","27834","3025 Landfill Road","PITT COUNTY",35.598004,-77.427323,562212,"HH","Waste",30229.5,30629.5,23390.5,22081.25,23183,"PITT"
1001153,"110020516486","Plant Rowan County","SALISBURY","NC","28147","5755 NC HWY 801","Rowan",35.7325,-80.6019,221112,"C,D","Power Plants",1676212.584,1831920.562,1753925.692,1710355.806,1860196.944,"ROWAN"
1005725,"110000570720","Potters Industries LLC. - Apex, NC","Apex","NC","27539","820 Lufkin Road","WAKE COUNTY",35.71365,-78.83641,327215,"C","Minerals",32591.328,33206.924,29481.088,35471.316,35793.116,"WAKE"
1010033,"110071161783","QORVO","Greensboro","NC","27409","7628 Thorndike Road","GUILFORD COUNTY",36.07565,-79.96503,334413,"C,I","Other",24793.000394,22292.562394,45019.460394,36093.342394,25192.174197,"GUILFORD"
1001073,"110071162468","R. J. REYNOLDS TOBACCO CO. WHITAKER PARK","WINSTON SALEM","NC","27105","4040 REYNOLDS COURT","FORSYTH COUNTY",36.134274,-80.257781,312230,"C","Other",28594.192,33228.674,39287.252,39257.452,38414.954,"FORSYTH"
1003481,"110041484453","ROBESON COUNTY LANDFILL","ST. PAULS","NC","28384","246 LANDFILL ROAD","ROBESON COUNTY",34.790383,-78.91285,562212,"C,HH","Waste",127840.25,119677,111151.75,92816.864,102852.5,"ROBESON"
1004501,"110006718560","ROCKINGHAM COUNTY LANDFILL","MADISON","NC","27025","281 Shuff Road","ROCKINGHAM COUNTY",36.3647,-79.8422,562212,"HH","Waste",45313,35723.5,50807.25,61836.5,85296.25,"ROCKINGHAM"
1000320,"110000347777","ROVA Venture, LLC Roanoke Valley I","WELDON","NC","27890","290 POWER PLACE","Halifax",36.4364,-77.6167,221112,"C","Power Plants",NA,NA,NA,NA,NA,"HALIFAX"
1006832,"110000347777","ROVA Venture, LLC Roanoke Valley II","WELDON","NC","27890","290 POWER PLACE","Halifax",36.4364,-77.6167,221112,"C","Power Plants",NA,NA,NA,NA,NA,"HALIFAX"
1006996,"110060514572","ROWAN COUNTY LANDFILL","WOODLEAF","NC","27054","789 CAMPBELL RD","ROWAN COUNTY",35.757219,-80.560395,562212,"HH","Waste",33229.75,34852.25,35210.75,54579.25,59977.75,"ROWAN"
1005767,"110043969845","Randolph County Solid Waste Facility","Randleman","NC","27317","1254 County Land Rd.","RANDOLPH COUNTY",35.75603,-79.76785,562212,"HH","Waste",NA,NA,NA,NA,NA,"RANDOLPH"
1001150,"110004060417","Richmond County Combustion Turbine Plant","HAMLET","NC","28345","198 ENERGY WAY","Richmond",34.8422,-79.7444,221112,"C,D","Power Plants",3485840.006,4154721.698,3434173.12,3528561.59,3925947.112,"RICHMOND"
1000835,"110000348641","Riverbend","MOUNT HOLLY","NC","28120","175 STEAMPLANT RD","Gaston",35.36,-80.9742,221112,"C,D","Power Plants",NA,NA,NA,NA,NA,"GASTON"
1001322,"110025240996","Rockingham County Combustion Turbine","REIDSVILLE","NC","27320","240 ERNEST DRIVE","Rockingham",36.3297,-79.8297,221112,"D","Power Plants",456149.396,827170.842,413795.202,371064.676,542064.08,"ROCKINGHAM"
1000412,"110001483261","Rosemary Power Station","ROANOKE RAPIDS","NC","27870","120 W 12TH ST","Halifax",36.4525,-77.6594,221112,"C,D","Power Plants",NA,NA,7627.926,2826.554,2306.412,"HALIFAX"
1000787,"110000346386","Roxboro Steam Electric Plant","SEMORA","NC","27343","1700 DUNNAWAY ROAD","Person",36.4833,-79.0731,221112,"D,TT","Power Plants,Waste",4122411.542,5406815.36,5419466.674,5198616.712,6812057.656,"PERSON"
1004118,"110044801159","SAMPSON COUNTY DISPOSAL, LLC","ROSEBORO","NC","28382","7434 ROSEBORO HIGHWAY","SAMPSON COUNTY",34.962065,-78.448345,562212,"HH","Waste",165069.5,180050,209997.5,204257,275454,"SAMPSON"
1004408,"110043177200","SOUTH WAKE LANDFILL","APEX","NC","27502","6300 OLD SMITHFIELD ROAD","WAKE COUNTY",35.674942,-78.85138,562212,"HH","Waste",81951,149109,157525,99497.25,97738,"WAKE"
1001803,"110056970434","STARPET INCORPORATED","ASHEBORO","NC","27203","801 PINEVIEW ROAD","RANDOLPH COUNTY",35.77262,-79.82243,325211,"C","Other",34533.92,34196.872,35798.816,31656.88,33494.724,"RANDOLPH"
1005535,"110043785776","SURRY COUNTY LANDFILL","MOUNT AIRY","NC","27030","237 Landfill Road","SURRY COUNTY",36.4381,-80.5702,562212,"HH","Waste",26065.5,41722,48366.75,43489.25,40062,"SURRY"
1004255,"110044801159","Sampson County Landfill","Roseboro","NC","28382","7434 Roseboro Highway","SAMPSON COUNTY",34.962065,-78.448345,562212,"HH","Waste",NA,10441.25,10767.25,12812.5,24291,"SAMPSON"
1001851,"110007377338","Smithfield Fresh Meats Corp - Tar Heel","TAR HEEL","NC","28392","15855 NC HIGHWAY 87","BLADEN COUNTY",34.7465,-78.8061,311611,"C,II","Other,Waste",67983.652,67052,56622.69,66693.408,77179.024,"BLADEN"
1013323,"110000349846","Smithfield Fresh Meats Corp. Clinton","Clinton","NC","28328","424 East Railroad Street","SAMPSON COUNTY",34.994252,-78.313318,311612,"C","Other",27143.248,28023.544,26848.848,27735.296,28176.144,"SAMPSON"
1006573,"110071159543","Stepan","WILMINGTON","NC","28401","4600 HIGHWAY 421 NORTH","NEW HANOVER COUNTY",34.315206,-77.988663,325211,"C","Other",27066.548,27297.548,23851.06,24948.056,30421.436,"NEW HANOVER"
1006973,"110000615335","TRANSCO STATION 150","MOORESVILLE","NC","28115","236 TRANSCO ROAD","IREDELL COUNTY",35.52548,-80.85899,486210,"C,W-NGTC","Petroleum and Natural Gas Systems",42287.188,44044.918,48150.8,37678.984,44723.024,"IREDELL"
1007132,"110001102832","TRANSCO STATION 155","LEXINGTON","NC","27295","650 BECKY HILL ROAD","DAVIDSON COUNTY",35.88023,-80.32945,486210,"C,W-NGTC","Petroleum and Natural Gas Systems",NA,NA,NA,NA,NA,"DAVIDSON"
1008045,"110071161217","TRANSCO STATION 160","REIDSVILLE","NC","27320","4300 NC HIGHWAY 65 WEST","ROCKINGHAM COUNTY",36.342764,-79.821051,486210,"C,W-NGTC","Petroleum and Natural Gas Systems",52775.938,65106.292,67724.926,55255.03,43924.578,"ROCKINGHAM"
1000016,"110001478696","TYSON FARMS INCORPORATED HARMONY","HARMONY","NC","28634","501 SHEFFIELD ROAD","IREDELL COUNTY",35.95458,-80.72108,311613,"C","Other",40292.548,40951.896,38150.856,38434.056,36534.312,"IREDELL"
1000015,"110000492734","TYSON FARMS, INC.","WILKESBORO","NC","28697","704 FACTORY STREET","WILKES COUNTY",36.143889,-81.163333,311615,"C","Other",21782.966,25758.502,25340.802,25378.202,24112.658,"WILKES"
1003847,"110000349784","The Goodyear Tire & Rubber Co, Inc","FAYETTEVILLE","NC","28311","6650 RAMSEY STREET","CUMBERLAND COUNTY",35.17187,-78.86062,326211,"C","Other",37781.106,39236.852,39529.852,35657.516,45464.48,"CUMBERLAND"
1000234,"110006710684","The University of NC Chapel Hill","CHAPEL HILL","NC","27599","501 CAMERON AVE","Orange",35.9069,-79.0617,611310,"C","Other",169133.498,179491.212,201214.156,197497.734,227736.514,"ORANGE"
1004219,"110071160134","U S MARINE CORPS CHERRY POINT AIR STATION","CHERRY POINT","NC","28533","Building 4223 Access Rd., PSC Box 8006","CRAVEN COUNTY",34.94,-76.82,928110,"C","Other",39135.338,42708.314,45819.344,41177.36,45407.672,"CRAVEN"
1007984,"110037601217","UPPER PIEDMONT REGIONAL LANDFILL","ROUGEMONT","NC","27572","9650 OXFORD ROAD","PERSON COUNTY",36.33719,-78.8299,562212,"HH","Waste",59539.25,43471.75,51595.25,47462,46246.25,"PERSON"
1004062,"110043790216","US MARINE CORPS BASE CAMP LEJEUNE","CAMP LEJEUNE","NC","28547","12 Post Lane","ONSLOW COUNTY",34.670921,-77.348604,928110,"C,HH","Waste",84379.872,83966.278,84837.476,84041.434,86379.752,"ONSLOW"
1004831,"110009853532","UWHARRIE ENVIRONMENTAL","MOUNT GILEAD","NC","27306","500 LANDFILL ROAD","MONTGOMERY COUNTY",35.3338,-79.96474,562212,"HH","Waste",69761,70112.75,85185.25,87365.25,88312.75,"MONTGOMERY"
1007641,"110012339950","Valley Proteins, Inc. - Gastonia","Gastonia","NC","28052","5533 South York Road","GASTON COUNTY",35.16843,-81.19398,311613,"C","Other",NA,NA,NA,NA,7988.42,"GASTON"
1000829,"110070081772","W H Weatherspoon Steam Electric Plant","LUMBERTON","NC","28358","491 POWER PLANT ROAD","Robeson",34.5889,-78.975,221112,"C","Power Plants",NA,NA,NA,NA,NA,"ROBESON"
1005274,"110060508909","Wayne County Landfill","Dudley","NC","28333","460B South Landfill Road","WAYNE COUNTY",35.28865,-78.07143,562212,"HH","Waste",12110.25,62782,61370.25,65855.75,44517,"WAYNE"
1000166,"110037266990","WestRock Kraft Paper, LLC","ROANOKE RAPIDS","NC","27870","100 GASTON ROAD","Halifax",36.4769,-77.6414,322120,"AA,C,TT","Pulp and Paper,Waste",255718.376,285999.626,274036.914,280159.392,257918.91,"HALIFAX"
1011066,"110057067757","Wilders Grove Landfill","Raleigh","NC","27610","800 Corporation Parkway","WAKE COUNTY",35.78699,-78.57027,562212,"HH","Waste",NA,NA,NA,NA,NA,"WAKE"
1006748,"110056378147","Wilkes County Landfill","Roaring River","NC","28669","9219 Elkin Highway","WILKES COUNTY",36.207954,-80.986352,562212,"HH","Waste",64792.75,62470.25,61105.25,59793,58330,"WILKES"
1012448,"110028008279","Wolfspeed RTP","Durham","NC","27709","3028 E. Cornwallis Road","DURHAM COUNTY",35.91704,-78.87028,334413,"C,I","Other",257689.910289,191678.723713,244668.918259,166134.117501,124991.554743,"DURHAM"
1005759,"110000347321","Wolfspeed, Inc","Durham","NC","27703","4600 Silicon Dr.","DURHAM COUNTY",35.899298,-78.840802,334413,"C,I","Other",61966.035304,79403.338516,97324.740713,99631.79794,102749.882152,"DURHAM"
1011696,"110064007550","white oak landfill","waynesville","NC","28785","3898 fines creek rd","HAYWOOD COUNTY",35.661943,-82.996087,562212,"HH","Waste",116671.25,105619.75,79698,89476.75,82134.75,"HAYWOOD"
